time_shift,agg,best_1_MSE,best_1_MAE,best_1_ACC,baseline_ACC,baseline_MAE,baseline_MSE
100000,1000,0.18605672319478572,0.3141257804219795,0.5951656730340269,0.5839720971732165,0.015913379388824245,0.00047928306982296723
